文件	行号	内容
score_info.h	93	PROFITNUM_11,
score_info.h	94	PROFITNUM_12,
score_info.h	95	FACNUM_01,
score_info.h	96	FACNUM_02,
score_info.h	97	FACNUM_03,
score_info.h	98	FACNUM_04,
score_info.h	99	FACNUM_05,
score_info.h	100	FACNUM_06,
score_info.h	101	FACNUM_07,
score_info.h	102	FACNUM_08,
score_info.h	103	FACNUM_09,
score_info.h	104	FACNUM_10,
score_info.h	105	FACNUM_11,
score_info.h	106	FACNUM_12,
score_info.h	107	EMPNUM_01,
score_info.h	108	EMPNUM_02,
score_info.h	109	EMPNUM_03,
score_info.h	110	EMPNUM_04,
score_info.h	111	EMPNUM_05,
score_info.h	112	EMPNUM_06,
score_info.h	113	EMPNUM_07,
score_info.h	114	EMPNUM_08,
score_info.h	115	EMPNUM_09,
score_info.h	116	EMPNUM_10,
score_info.h	117	EMPNUM_11,
score_info.h	118	EMPNUM_12,
score_info.h	119	MACNUM_01,
score_info.h	120	MACNUM_02,
score_info.h	121	MACNUM_03,
score_info.h	122	MACNUM_04,
score_info.h	123	MACNUM_05,
score_info.h	124	MACNUM_06,
score_info.h	125	MACNUM_07,
score_info.h	126	MACNUM_08,
score_info.h	127	MACNUM_09,
score_info.h	128	MACNUM_10,
score_info.h	129	MACNUM_11,
score_info.h	130	MACNUM_12,
score_info.h	131	VENDNUM_01,
score_info.h	132	VENDNUM_02,
score_info.h	133	VENDNUM_03,
score_info.h	134	VENDNUM_04,
score_info.h	135	VENDNUM_05,
score_info.h	136	VENDNUM_06,
score_info.h	137	VENDNUM_07,
score_info.h	138	VENDNUM_08,
score_info.h	139	VENDNUM_09,
score_info.h	140	VENDNUM_10,
score_info.h	141	VENDNUM_11,
score_info.h	142	VENDNUM_12,
score_info.h	143	FLOC_TITLE,
score_info.h	144	ALL_BUT,
score_info.h	145	PLAYER_BUT,
score_info.h	146	BTN_EXIT,
score_info.h	147	FLOC_TITLE_1,
score_info.h	148	FLOC_TITLE_2,
score_info.h	149	FLOC_TITLE_3,
score_info.h	150	FLOC_TITLE_4,
score_info.h	151	FLOC_TITLE_5,
score_info.h	152	FLOC_TITLE_6,
score_info.h	153	FLOC_TITLE_7,
score_info.h	154	FLOC_TITLE_8,
score_info.h	155	SCROLL_1
score_info.h	156	};
scroll_list1.h	1	enum {
scroll_list1.h	2	LIST_ORG,
scroll_list1.h	3	LIST_SCROLL,
scroll_list1.h	4	LIST_SCROLLBAR
scroll_list1.h	5	};
sreport.h	1	enum {
sreport.h	2	UNUSE_OBJ2,
sreport.h	3	UNUSE_OBJ1,
sreport.h	4	BTN_CLOSE,
sreport.h	5	UNUSE_OBJ4,
sreport.h	6	UNUSE_OBJ5,
sreport.h	7	PLR_NAME01,
sreport.h	8	PLR_NAME02,
sreport.h	9	PLR_NAME03,
sreport.h	10	PLR_NAME04,
sreport.h	11	PLR_NAME05,
sreport.h	12	PLR_NAME06,
sreport.h	13	PLR_NAME07,
sreport.h	14	PLR_NAME08,
sreport.h	15	PLR_NAME09,
sreport.h	16	PLR_NAME10,
sreport.h	17	SCORE01,
sreport.h	18	SCORE02,
sreport.h	19	SCORE03,
sreport.h	20	SCORE04,
sreport.h	21	SCORE05,
sreport.h	22	SCORE06,
sreport.h	23	SCORE07,
sreport.h	24	SCORE08,
sreport.h	25	SCORE09,
sreport.h	26	SCORE10,
sreport.h	27	LIGHIT01,
sreport.h	28	LIGHIT02,
sreport.h	29	LIGHIT03,
sreport.h	30	LIGHIT04,
sreport.h	31	LIGHIT05,
sreport.h	32	LIGHIT06,
sreport.h	33	LIGHIT07,
sreport.h	34	LIGHIT08,
sreport.h	35	LIGHIT09,
sreport.h	36	LIGHIT10,
sreport.h	37	UNUSE_OBJ36,
sreport.h	38	UNUSE_OBJ37,
sreport.h	39	UNUSE_OBJ38,
sreport.h	40	UNUSE_OBJ39,
sreport.h	41	GOAL_TXT_01,
sreport.h	42	GOAL_TXT_02,
sreport.h	43	GOAL_TXT_03,
sreport.h	44	GOAL_TXT_04,
sreport.h	45	GOAL_TXT_05,
sreport.h	46	GOAL_TXT_06,
sreport.h	47	GOAL_TXT_07,
sreport.h	48	GOAL_FINISH_01,
sreport.h	49	GOAL_FINISH_02,
sreport.h	50	GOAL_FINISH_03,
sreport.h	51	GOAL_FINISH_04,
sreport.h	52	GOAL_FINISH_05,
sreport.h	53	GOAL_FINISH_06,
sreport.h	54	GOAL_FINISH_07,
sreport.h	55	LEFT_YEAR,
sreport.h	56	UNUSE_OBJ62,
sreport.h	57	UNUSE_OBJ63,
sreport.h	58	LEFT_MONTH,
sreport.h	59	UNUSE_OBJ65,
sreport.h	60	UNUSE_OBJ66,
sreport.h	61	UNUSE_OBJ67,
sreport.h	62	UNUSE_OBJ68,
sreport.h	63	UNUSE_OBJ69,
sreport.h	64	UNUSE_OBJ70,
sreport.h	65	UNUSE_OBJ71,
sreport.h	66	UNUSE_OBJ72,
sreport.h	67	UNUSE_OBJ73,
sreport.h	68	UNUSE_OBJ74,
sreport.h	69	IN_NORMAL,
sreport.h	70	IN_ABNORMAL,
sreport.h	71	NORMAL_COST,
sreport.h	72	MACHINE_DEC,
sreport.h	73	MACHINE_FIX,
sreport.h	74	INTEREST_COST,
sreport.h	75	LOST_COST,
sreport.h	76	S_PROFIT,
sreport.h	77	PS_PROFIT
sreport.h	78	};
task_arrow.h	1	enum {
task_arrow.h	2	TASK_ARROW
task_arrow.h	3	};
taskhint.h	1	enum {
taskhint.h	2	UNUSE_OBJ1,
taskhint.h	3	UNUSE_OBJ2,
taskhint.h	4	UNUSE_OBJ3,
taskhint.h	5	UNUSE_OBJ4,
taskhint.h	6	UNUSE_OBJ5,
taskhint.h	7	UNUSE_OBJ6,
taskhint.h	8	UNUSE_OBJ7,
taskhint.h	9	UNUSE_OBJ8,
taskhint.h	10	UNUSE_OBJ9,
taskhint.h	11	UNUSE_OBJ10,
taskhint.h	12	UNUSE_OBJ11,
taskhint.h	13	BTN_CANNEL,
taskhint.h	14	APPROACH,
taskhint.h	15	LIGHT_1,
taskhint.h	16	CONDITION1,
taskhint.h	17	PER_CONDITION1,
taskhint.h	18	LIGHT_2,
taskhint.h	19	CONDITION2,
taskhint.h	20	PER_CONDITION2,
taskhint.h	21	LIGHT_3,
taskhint.h	22	CONDITION3,
taskhint.h	23	PER_CONDITION3,
taskhint.h	24	LIGHT_4,
taskhint.h	25	CONDITION4,
taskhint.h	26	PER_CONDITION4,
taskhint.h	27	LIGHT_5,
taskhint.h	28	CONDITION5,
taskhint.h	29	PER_CONDITION5,
taskhint.h	30	LIGHT_6,
taskhint.h	31	CONDITION6,
taskhint.h	32	PER_CONDITION6,
taskhint.h	33	LIGHT_7,
taskhint.h	34	CONDITION7,
taskhint.h	35	PER_CONDITION7,
taskhint.h	36	LIMIT_YEAR,
taskhint.h	37	COLOR_1,
taskhint.h	38	NAME_1,
taskhint.h	39	COLOR_2,
taskhint.h	40	NAME_2,
taskhint.h	41	COLOR_3,
taskhint.h	42	NAME_3,
taskhint.h	43	COLOR_4,
taskhint.h	44	NAME_4,
taskhint.h	45	COLOR_5,
taskhint.h	46	NAME_5,
taskhint.h	47	COLOR_6,
taskhint.h	48	NAME_6,
taskhint.h	49	UNUSE_OBJ48
taskhint.h	50	};
taskmenu.h	1	enum {
taskmenu.h	2	UNUSE_OBJ1,
taskmenu.h	3	UNUSE_OBJ2,
taskmenu.h	4	UNUSE_OBJ3,
taskmenu.h	5	UNUSE_OBJ4,
taskmenu.h	6	UNUSE_OBJ5,
taskmenu.h	7	UNUSE_OBJ6,
taskmenu.h	8	UNUSE_OBJ7,
taskmenu.h	9	UNUSE_OBJ8,
taskmenu.h	10	UNUSE_OBJ9,
taskmenu.h	11	UNUSE_OBJ10,
taskmenu.h	12	UNUSE_OBJ11,
taskmenu.h	13	UNUSE_OBJ12,
taskmenu.h	14	UNUSE_OBJ13,
taskmenu.h	15	UNUSE_OBJ14,
taskmenu.h	16	UNUSE_OBJ15,
taskmenu.h	17	UNUSE_OBJ16,
taskmenu.h	18	UNUSE_OBJ17,
taskmenu.h	19	UNUSE_OBJ18,
taskmenu.h	20	UNUSE_OBJ19,
taskmenu.h	21	BTN_NUM_1,
taskmenu.h	22	BTN_NUM_2,
taskmenu.h	23	BTN_NUM_3,
taskmenu.h	24	BTN_NUM_4,
taskmenu.h	25	BTN_NUM_5,
taskmenu.h	26	BTN_NUM_6,
taskmenu.h	27	BTN_NUM_7,
taskmenu.h	28	BTN_NUM_8,
taskmenu.h	29	BTN_NUM_9,
taskmenu.h	30	BTN_NUM_10,
taskmenu.h	31	TXT_NAME_1,
taskmenu.h	32	TXT_NAME_2,
taskmenu.h	33	TXT_NAME_3,
taskmenu.h	34	TXT_NAME_4,
taskmenu.h	35	TXT_NAME_5,
taskmenu.h	36	TXT_NAME_6,
taskmenu.h	37	TXT_NAME_7,
taskmenu.h	38	TXT_NAME_8,
taskmenu.h	39	TXT_NAME_9,
taskmenu.h	40	TXT_NAME_10,
taskmenu.h	41	TXT_SCORE_1,
taskmenu.h	42	TXT_SCORE_2,
taskmenu.h	43	TXT_SCORE_3,
taskmenu.h	44	TXT_SCORE_4,
taskmenu.h	45	TXT_SCORE_5,
taskmenu.h	46	TXT_SCORE_6,
taskmenu.h	47	TXT_SCORE_7,
taskmenu.h	48	TXT_SCORE_8,
taskmenu.h	49	TXT_SCORE_9,
taskmenu.h	50	TXT_SCORE_10,
taskmenu.h	51	TXT_PASS_1,
taskmenu.h	52	TXT_PASS_2,
taskmenu.h	53	TXT_PASS_3,
taskmenu.h	54	TXT_PASS_4,
taskmenu.h	55	TXT_PASS_5,
taskmenu.h	56	TXT_PASS_6,
taskmenu.h	57	TXT_PASS_7,
taskmenu.h	58	TXT_PASS_8,
taskmenu.h	59	TXT_PASS_9,
taskmenu.h	60	TXT_PASS_10,
taskmenu.h	61	BTN_NEW_1,
taskmenu.h	62	BTN_NEW_2,
taskmenu.h	63	BTN_NEW_3,
taskmenu.h	64	BTN_NEW_4,
taskmenu.h	65	BTN_NEW_5,
taskmenu.h	66	BTN_NEW_6,
taskmenu.h	67	BTN_NEW_7,
taskmenu.h	68	BTN_NEW_8,
taskmenu.h	69	BTN_NEW_9,
taskmenu.h	70	BTN_NEW_10,
taskmenu.h	71	BTN_OPEN,
taskmenu.h	72	BTN_BACK
taskmenu.h	73	};
taskplay.h	1	enum {
taskplay.h	2	UNUSE_OBJ1,
taskplay.h	3	UNUSE_OBJ2,
taskplay.h	4	UNUSE_OBJ3,
taskplay.h	5	UNUSE_OBJ4,
taskplay.h	6	UNUSE_OBJ5,
taskplay.h	7	UNUSE_OBJ6,
taskplay.h	8	UNUSE_OBJ7,
taskplay.h	9	UNUSE_OBJ8,
taskplay.h	10	UNUSE_OBJ9,
taskplay.h	11	UNUSE_OBJ10,
taskplay.h	12	UNUSE_OBJ11,
taskplay.h	13	UNUSE_OBJ12,
taskplay.h	14	UNUSE_OBJ13,
taskplay.h	15	UNUSE_OBJ14,
taskplay.h	16	UNUSE_OBJ15,
taskplay.h	17	UNUSE_OBJ16,
taskplay.h	18	UNUSE_OBJ17,
taskplay.h	19	UNUSE_OBJ18,
taskplay.h	20	UNUSE_OBJ19,
taskplay.h	21	UNUSE_OBJ20,
taskplay.h	22	UNUSE_OBJ21,
taskplay.h	23	UNUSE_OBJ22,
taskplay.h	24	UNUSE_OBJ23,
taskplay.h	25	UNUSE_OBJ24,
taskplay.h	26	UNUSE_OBJ25,
taskplay.h	27	UNUSE_OBJ26,
taskplay.h	28	UNUSE_OBJ27,
taskplay.h	29	UNUSE_OBJ28,
taskplay.h	30	UNUSE_OBJ29,
taskplay.h	31	UNUSE_OBJ30,
taskplay.h	32	UNUSE_OBJ31,
taskplay.h	33	UNUSE_OBJ32,
taskplay.h	34	UNUSE_OBJ33,
taskplay.h	35	UNUSE_OBJ34,
taskplay.h	36	COMPANY_NAME,
taskplay.h	37	BOSSHEAD,
taskplay.h	38	BOSSHEAD_NAME,
taskplay.h	39	TXT_POINT,
taskplay.h	40	POINT_NUM,
taskplay.h	41	LADDER,
taskplay.h	42	LADDER_NUM,
taskplay.h	43	CHOOSE_QUEST,
taskplay.h	44	MAP_NAME,
taskplay.h	45	LOAD,
taskplay.h	46	INTRO,
taskplay.h	47	COMPETITION,
taskplay.h	48	QUEST_NAME,
taskplay.h	49	PASS_TIME,
taskplay.h	50	BEST_POINT,
taskplay.h	51	QUEST1,
taskplay.h	52	QUEST2,
taskplay.h	53	QUEST3,
taskplay.h	54	QUEST4,
taskplay.h	55	QUEST5,
taskplay.h	56	QUEST6,
taskplay.h	57	QUEST7,
taskplay.h	58	LOAD1,
taskplay.h	59	LOAD2,
taskplay.h	60	LOAD3,
taskplay.h	61	LOAD4,
taskplay.h	62	LOAD5,
taskplay.h	63	LOAD6,
taskplay.h	64	LOAD7,
taskplay.h	65	LOAD8,
taskplay.h	66	LOAD9,
taskplay.h	67	LOAD10,
taskplay.h	68	DIFF,
taskplay.h	69	DIFF_NUM1,
taskplay.h	70	DIFF_NUM2,
taskplay.h	71	DIFF_NUM3,
taskplay.h	72	DIFF_NUM4,
taskplay.h	73	DIFF_NUM5,
taskplay.h	74	BASIC_POINT,
taskplay.h	75	BASIC_POINT_NUM,
taskplay.h	76	DEN_P,
taskplay.h	77	DEN_P_BAR,
taskplay.h	78	TOTAL_P,
taskplay.h	79	TOTAL_P_NUM,
taskplay.h	80	HAB_P,
taskplay.h	81	HAB_P_BAR,
taskplay.h	82	WORK_P,
taskplay.h	83	WORK_P_BAR,
taskplay.h	84	ACT_P,
taskplay.h	85	ACT_P_BAR,
taskplay.h	86	STUD_P,
taskplay.h	87	STUD_P_BAR,
taskplay.h	88	COLOR1,
taskplay.h	89	COLOR1_NAME,
taskplay.h	90	COLOR2,
taskplay.h	91	COLOR2_NAME,
taskplay.h	92	COLOR3,
taskplay.h	93	COLOR3_NAME,
taskplay.h	94	COLOR4,
taskplay.h	95	COLOR4_NAME,
taskplay.h	96	COLOR5,
taskplay.h	97	COLOR5_NAME,
taskplay.h	98	COLOR6,
taskplay.h	99	COLOR6_NAME,
taskplay.h	100	QUEST_GOAL,
taskplay.h	101	BTN_YES,
taskplay.h	102	BTN_NO,
taskplay.h	103	MONEY,
taskplay.h	104	MONEY_NUM,
taskplay.h	105	GAME_TIME,
taskplay.h	106	GAME_TIME_BEGIN,
taskplay.h	107	GAME_TIME_END,
taskplay.h	108	UNUSE_OBJ160,
taskplay.h	109	UNUSE_OBJ161,
taskplay.h	110	SCROLL_1,
taskplay.h	111	TASK_LIGHT_1,
taskplay.h	112	TASK_LIGHT_2,
taskplay.h	113	TASK_LIGHT_3,
taskplay.h	114	TASK_LIGHT_4,
taskplay.h	115	TASK_LIGHT_5,
taskplay.h	116	LINE_1,
taskplay.h	117	LINE_2,
taskplay.h	118	LINE_3,
taskplay.h	119	LINE_4,
taskplay.h	120	TASK_1,
taskplay.h	121	TASK_2,
taskplay.h	122	TASK_3,
taskplay.h	123	TASK_4,
taskplay.h	124	TASK_5,
taskplay.h	125	STAGE_LIST,
taskplay.h	126	LOAD_LIST,
taskplay.h	127	UNUSE_OBJ138,
taskplay.h	128	INTRODUCE
taskplay.h	129	};
water_soil.h	1	enum {
water_soil.h	2	Q_SEL,
water_soil.h	3	S_SEL,
water_soil.h	4	Q00,
water_soil.h	5	Q01,
water_soil.h	6	Q02,
water_soil.h	7	Q03,
water_soil.h	8	Q04,
water_soil.h	9	Q05,
water_soil.h	10	UNUSE_OBJ800,
water_soil.h	11	S00,
water_soil.h	12	S01,
water_soil.h	13	S02,
water_soil.h	14	S03,
water_soil.h	15	S04,
water_soil.h	16	S05,
water_soil.h	17	UNUSE_OBJ1000
water_soil.h	18	};
win_face.h	1	enum {
win_face.h	2	UNUSE_OBJ1,
win_face.h	3	UNUSE_OBJ2,
win_face.h	4	UNUSE_OBJ3,
win_face.h	5	UNUSE_OBJ4,
win_face.h	6	UNUSE_OBJ5,
win_face.h	7	UNUSE_OBJ6,
win_face.h	8	UNUSE_OBJ7,
win_face.h	9	UNUSE_OBJ8,
win_face.h	10	UNUSE_OBJ9,
win_face.h	11	UNUSE_OBJ10,
win_face.h	12	UNUSE_OBJ11,
win_face.h	13	UNUSE_OBJ12,
win_face.h	14	UNUSE_OBJ13,
win_face.h	15	UNUSE_OBJ14,
win_face.h	16	UNUSE_OBJ15,
win_face.h	17	UNUSE_OBJ16,
win_face.h	18	UNUSE_OBJ17,
win_face.h	19	UNUSE_OBJ18,
win_face.h	20	UNUSE_OBJ19,
win_face.h	21	TITLE,
win_face.h	22	MAP_NAME,
win_face.h	23	POINT_TXT,
win_face.h	24	POINT_NUM,
win_face.h	25	TIME_TXT,
win_face.h	26	TIME_NUM,
win_face.h	27	ASSET_TXT,
win_face.h	28	ASSET_NUM,
win_face.h	29	PRODUCE_TXT,
win_face.h	30	PRODUCE_NUM,
win_face.h	31	COMPETITION_TXT,
win_face.h	32	COMPETITION_NUM,
win_face.h	33	LABOR_TXT,
win_face.h	34	LABOR_NUM,
win_face.h	35	DEVELOP_TXT,
win_face.h	36	DEVELOP_NUM,
win_face.h	37	GET_POINT_TXT,
win_face.h	38	GET_POINT_NUM,
win_face.h	39	BEST_POINT_TXT,
win_face.h	40	BEST_POINT_NUM,
win_face.h	41	EARN_PRODUCT,
win_face.h	42	BUS_PRODUCT,
win_face.h	43	BTN_YES,
win_face.h	44	COLOR1,
win_face.h	45	COLOR1_NAME,
win_face.h	46	COLOR2,
win_face.h	47	COLOR2_NAME,
win_face.h	48	COLOR3,
win_face.h	49	COLOR3_NAME,
win_face.h	50	COLOR4,
win_face.h	51	COLOR4_NAME,
win_face.h	52	COLOR5,
win_face.h	53	COLOR5_NAME,
win_face.h	54	COLOR6,
win_face.h	55	COLOR6_NAME
win_face.h	56	};
