字符串	类型	编码	出现次数	来源
SHOW_PROFIT_2,	ASCII	ascii	2	Face/EnemyFirmInfo.h@L7 | Face/MyFirmInfo-Mine.h@L8
SHOW_TYPE,	ASCII	ascii	2	Face/MyFirmInfo-Mine.h@L11 | Face/forsale-mine.h@L11
SHOW_UNITSTR1,	ASCII	ascii	2	Face/FirmMachine.h@L53 | Face/SaleMachineInfo.h@L36
SHOW_UNITSTR2,	ASCII	ascii	2	Face/FirmMachine.h@L54 | Face/SaleMachineInfo.h@L37
SHOW_UNITSTR3,	ASCII	ascii	2	Face/FirmMachine.h@L55 | Face/SaleMachineInfo.h@L38
SHOW_USER_NUM_NOW,	ASCII	ascii	2	Face/FirmDorm.h@L8 | Face/factinf_dorm.h@L20
SHOW_WORKER,	ASCII	ascii	2	Face/EnemyFirmInfo.h@L9 | Face/SalaryAdjust.h@L7
SPQh	ASCII	ascii	2	CEO.exe@RVA 2232F | CEO.exe@RVA 22384
SPWV	ASCII	ascii	2	CEO.exe@RVA 7F4B8 | CEO.exe@RVA 7F4D9
SRWV	ASCII	ascii	2	CEO.exe@RVA 7F597 | CEO.exe@RVA 7F668
STORAGE,	ASCII	ascii	2	Face/IO_rule_1.h@L45 | Face/factinf_pro.h@L50
Saturday	ASCII	ascii/utf16le	2	CEO.exe@RVA AA9D0 | CEO.exe@RVA AAB50
September	ASCII	ascii/utf16le	2	CEO.exe@RVA AA8F8 | CEO.exe@RVA AAAD8
Sunday	ASCII	ascii/utf16le	2	CEO.exe@RVA AAA3C | CEO.exe@RVA AAB8C
T#+z	ASCII	ascii	2	stage/stage11.stg@seg1922+0xB | stage/stage11.stg@seg1926+0xB
TH%=	ASCII	ascii	2	stage/stage11.stg@seg5424+0xB | stage/stage11.stg@seg5426+0xB
TRADE_1,	ASCII	ascii	2	Face/FirmBoard.h@L15 | Face/factinf_board.h@L40
TRADE_2,	ASCII	ascii	2	Face/FirmBoard.h@L16 | Face/factinf_board.h@L41
TRADE_3,	ASCII	ascii	2	Face/FirmBoard.h@L17 | Face/factinf_board.h@L42
TRADE_4,	ASCII	ascii	2	Face/FirmBoard.h@L18 | Face/factinf_board.h@L43
TRADE_5,	ASCII	ascii	2	Face/FirmBoard.h@L19 | Face/factinf_board.h@L44
Thursday	ASCII	ascii/utf16le	2	CEO.exe@RVA AA9F4 | CEO.exe@RVA AAB64
Tuesday	ASCII	ascii/utf16le	2	CEO.exe@RVA AAA1C | CEO.exe@RVA AAB7C
U&X>	ASCII	ascii	2	CEO.exe@RVA AC2D2 | CEO.exe@RVA AD092
UNUSE_OBJ31	ASCII	ascii	2	Face/SaleMachine-1.h@L4 | Face/factinf_chart.h@L32
UNUSE_OBJ40,	ASCII	ascii	2	Face/Bank.h@L35 | Face/factinf_pro.h@L40
UNUSE_OBJ43	ASCII	ascii	2	Face/Bank.h@L38 | Face/face_retailmachine.h@L44
UNUSE_OBJ46,	ASCII	ascii	2	Face/factinf_pro.h@L47 | Face/inoutinfo.h@L4
UNUSE_OBJ48,	ASCII	ascii	2	Face/IO_rule_1.h@L28 | Face/factinf_pro.h@L49
UNUSE_OBJ51,	ASCII	ascii	2	Face/BuildingFirm.h@L10 | Face/factinf_pro.h@L51
UNUSE_OBJ6	ASCII	ascii	2	Face/MyFirmInfo-Up.h@L7 | Face/buystuff_confirm.h@L7
UNUSE_OBJ60,	ASCII	ascii	2	Face/IO_rule_1.h@L27 | Face/face_machine.h@L61
UNUSE_OBJ62,	ASCII	ascii	2	Face/face_machine.h@L63 | Face/sreport.h@L56
Urq\t	ASCII	ascii	2	stage/stage14.stg@seg2372+0xB | stage/stage14.stg@seg2375+0xB
VPQR	ASCII	ascii	2	CEO.exe@RVA 4EF3 | CEO.exe@RVA FAE1
W<QV	ASCII	ascii	2	CEO.exe@RVA 6C5FD | CEO.exe@RVA 6CE36
WAITING_GOODS,	ASCII	ascii	2	Face/FirmBoard.h@L21 | Face/factinf_board.h@L36
WORKER_SUM,	ASCII	ascii	2	Face/CompanyInfo.h@L5 | Face/factinf_port.h@L24
WPQR	ASCII	ascii	2	CEO.exe@RVA 33C7A | CEO.exe@RVA 7F152
Wednesday	ASCII	ascii/utf16le	2	CEO.exe@RVA AAA08 | CEO.exe@RVA AAB70
X2CQ	ASCII	ascii	2	CEO.exe@RVA AC039 | CEO.exe@RVA AD379
XomN	ASCII	ascii	2	stage/stage11.stg@seg3409+0xB | stage/stage11.stg@seg3423+0xB
YEAR_BUT,	ASCII	ascii	2	Face/balance_info.h@L30 | Face/profit_info.h@L28
Yrk\t	ASCII	ascii	2	stage/stage11.stg@seg4366+0xB | stage/stage11.stg@seg4374+0xB
ZD#E	ASCII	ascii	2	stage/stage09.stg@seg3472+0xB | stage/stage09.stg@seg3484+0xB
ZDlC	ASCII	ascii	2	stage/stage09.stg@seg3470+0xB | stage/stage09.stg@seg3476+0xB
Z~|%	ASCII	ascii	2	stage/stage06.stg@seg4115+0xB | stage/stage06.stg@seg4124+0xB
]xmK	ASCII	ascii	2	stage/stage08.stg@seg4003+0xB | stage/stage08.stg@seg4007+0xB
^!@A	ASCII	ascii	2	stage/stage08.stg@seg2533+0xB | stage/stage08.stg@seg2537+0xB
^$S+	ASCII	ascii	2	CEO.exe@RVA 7F7B8 | CEO.exe@RVA 7F801
_^[3	ASCII	ascii	2	CEO.exe@RVA 869E5 | CEO.exe@RVA 869FB
_^[H	ASCII	ascii	2	CEO.exe@RVA 7057B | CEO.exe@RVA 70951
`5nY	ASCII	ascii	2	stage/staget4.stg@seg12+0xB | stage/staget5.stg@seg120+0xB
`VWh	ASCII	ascii	2	CEO.exe@RVA 59FEC | CEO.exe@RVA 5A31D
`[3\	ASCII	ascii	2	stage/staget4.stg@seg21+0xB | stage/staget5.stg@seg111+0xB
`rE\t	ASCII	ascii	2	stage/stage11.stg@seg2074+0xB | stage/stage11.stg@seg2085+0xB
a(;H	ASCII	ascii	2	stage/staget4.stg@seg37+0xB | stage/staget5.stg@seg95+0xB
a-\t8	ASCII	ascii	2	stage/stage09.stg@seg538+0xB | stage/stage09.stg@seg539+0xB
a-_7	ASCII	ascii	2	stage/stage09.stg@seg536+0xB | stage/stage09.stg@seg568+0xB
a.tE	ASCII	ascii	2	stage/staget4.stg@seg28+0xB | stage/staget5.stg@seg104+0xB
a;bL	ASCII	ascii	2	stage/stage10.stg@seg28+0xB | stage/stage10.stg@seg29+0xB
aHNU	ASCII	ascii	2	stage/staget4.stg@seg30+0xB | stage/staget5.stg@seg102+0xB
aS{O	ASCII	ascii	2	stage/stage10.stg@seg64+0xB | stage/stage10.stg@seg68+0xB
a`D 	ASCII	ascii	2	stage/stage09.stg@seg233+0xB | stage/stage09.stg@seg284+0xB
abcdefghijklmnopqrstuvwxyz	ASCII	ascii	2	CEO.exe@RVA B89EE | CEO.exe@RVA B8BF9
a}]E	ASCII	ascii	2	stage/staget4.stg@seg34+0xB | stage/staget5.stg@seg98+0xB
a~9?	ASCII	ascii	2	stage/stage08.stg@seg3617+0xB | stage/stage08.stg@seg3627+0xB
a~q=	ASCII	ascii	2	stage/stage08.stg@seg3615+0xB | stage/stage08.stg@seg3619+0xB
b-.4	ASCII	ascii	2	stage/stage09.stg@seg501+0xB | stage/stage09.stg@seg564+0xB
b-:0	ASCII	ascii	2	stage/stage09.stg@seg513+0xB | stage/stage09.stg@seg524+0xB
d$t#	ASCII	ascii	2	stage/stage03.stg@seg464+0xB | stage/stage03.stg@seg469+0xB
d-?"	ASCII	ascii	2	stage/stage10.stg@seg1639+0xB | stage/stage10.stg@seg1701+0xB
d-L$	ASCII	ascii	2	stage/stage10.stg@seg1666+0xB | stage/stage10.stg@seg1695+0xB
d-m!	ASCII	ascii	2	stage/stage10.stg@seg1667+0xB | stage/stage10.stg@seg1698+0xB
dFU 	ASCII	ascii	2	stage/stage09.stg@seg1269+0xB | stage/stage09.stg@seg1292+0xB
dddd, MMMM dd, yyyy	ASCII	ascii/utf16le	2	CEO.exe@RVA AA874 | CEO.exe@RVA AAA90
e-CS	ASCII	ascii	2	CEO.exe@RVA AC011 | CEO.exe@RVA AD351
f*"!	ASCII	ascii	2	CEO.exe@RVA AC311 | CEO.exe@RVA AD0D1
f-00f=	ASCII	ascii	2	CEO.exe@RVA 92EA7 | CEO.exe@RVA 93077
f6\tn	ASCII	ascii	2	CEO.exe@RVA AC932 | CEO.exe@RVA ACA92
f90u	ASCII	ascii	2	CEO.exe@RVA 9374A | CEO.exe@RVA 93752
f9L0	ASCII	ascii	2	CEO.exe@RVA 15A35 | CEO.exe@RVA 15AF5
f;H@	ASCII	ascii	2	CEO.exe@RVA 2534D | CEO.exe@RVA 2565E
g\>{	ASCII	ascii	2	CEO.exe@RVA AC699 | CEO.exe@RVA ACD79
h aJ	ASCII	ascii	2	CEO.exe@RVA 75096 | CEO.exe@RVA 75246
h$MJ	ASCII	ascii	2	CEO.exe@RVA 69F98 | CEO.exe@RVA 69FB4
h0)J	ASCII	ascii	2	CEO.exe@RVA 10DDB | CEO.exe@RVA 1162E
h4LJ	ASCII	ascii	2	CEO.exe@RVA 66544 | CEO.exe@RVA 665AB
h<5J	ASCII	ascii	2	CEO.exe@RVA 325F9 | CEO.exe@RVA 579D8
h<DJ	ASCII	ascii	2	CEO.exe@RVA 58D6E | CEO.exe@RVA 5B604
h@3J	ASCII	ascii	2	CEO.exe@RVA 2ACB7 | CEO.exe@RVA 2ACC2
hDPJ	ASCII	ascii	2	CEO.exe@RVA 6DE14 | CEO.exe@RVA 6DEB4
hP+F	ASCII	ascii	2	CEO.exe@RVA 59A7E | CEO.exe@RVA 62BC4
hPkF	ASCII	ascii	2	CEO.exe@RVA 66F0C | CEO.exe@RVA 67063
hTPJ	ASCII	ascii	2	CEO.exe@RVA 6F208 | CEO.exe@RVA 6F2C6
h\EJ	ASCII	ascii	2	CEO.exe@RVA 5B96A | CEO.exe@RVA 5CA73
hl,J	ASCII	ascii	2	CEO.exe@RVA 1D0FD | CEO.exe@RVA 1D84A
hp+J	ASCII	ascii	2	CEO.exe@RVA 11D29 | CEO.exe@RVA 11DC9
hpLJ	ASCII	ascii	2	CEO.exe@RVA 67A20 | CEO.exe@RVA 6BC92
hxPJ	ASCII	ascii	2	CEO.exe@RVA 6F94B | CEO.exe@RVA 6F9F0
h|,J	ASCII	ascii	2	CEO.exe@RVA 1D0D2 | CEO.exe@RVA 1D81F
h|.J	ASCII	ascii	2	CEO.exe@RVA 1F76D | CEO.exe@RVA 1F80D
j<PS	ASCII	ascii	2	CEO.exe@RVA 27BC1 | CEO.exe@RVA 2CCBA
j<QS	ASCII	ascii	2	CEO.exe@RVA 27BEF | CEO.exe@RVA 2907A
j<RP	ASCII	ascii	2	CEO.exe@RVA 287D5 | CEO.exe@RVA 31323
j<RS	ASCII	ascii	2	CEO.exe@RVA 27E76 | CEO.exe@RVA 2CB21
j@j 	ASCII	ascii	2	CEO.exe@RVA 93872 | CEO.exe@RVA 960E7
jZRP	ASCII	ascii	2	CEO.exe@RVA 312C8 | CEO.exe@RVA 31E7B
jdPQ	ASCII	ascii	2	CEO.exe@RVA 48935 | CEO.exe@RVA 48A1F
jdQR	ASCII	ascii	2	CEO.exe@RVA 48983 | CEO.exe@RVA 48A6D
jdRP	ASCII	ascii	2	CEO.exe@RVA 489D1 | CEO.exe@RVA 8CF31
jdh0	ASCII	ascii	2	CEO.exe@RVA 3C421 | CEO.exe@RVA 4A8CF
jdhP	ASCII	ascii	2	CEO.exe@RVA 3B03B | CEO.exe@RVA 5EF3A
jdhp	ASCII	ascii	2	CEO.exe@RVA 3CA3E | CEO.exe@RVA 61D93
n}in	ASCII	ascii	2	CEO.exe@RVA AC3D9 | CEO.exe@RVA AD039
r"9U	ASCII	ascii	2	CEO.exe@RVA 9A365 | CEO.exe@RVA 9A8B6
sqrt	ASCII	ascii	2	CEO.exe@RVA AE6A4 | CEO.exe@RVA B8310
s{c|H	ASCII	ascii	2	CEO.exe@RVA AC7F1 | CEO.exe@RVA ACC11
t(QP	ASCII	ascii	2	CEO.exe@RVA 657F3 | CEO.exe@RVA 6582A
tvPj	ASCII	ascii	2	CEO.exe@RVA 624CF | CEO.exe@RVA 6254E
tyPj	ASCII	ascii	2	CEO.exe@RVA 61F2B | CEO.exe@RVA 62D21
u#h`	ASCII	ascii	2	CEO.exe@RVA 69715 | CEO.exe@RVA 69762
u+h`	ASCII	ascii	2	CEO.exe@RVA 697C5 | CEO.exe@RVA 69822
u,9E	ASCII	ascii	2	CEO.exe@RVA 90C88 | CEO.exe@RVA 90CDA
uT*L	ASCII	ascii	2	CEO.exe@RVA 62A9 | CEO.exe@RVA 646B
uz;V,u	ASCII	ascii	2	CEO.exe@RVA 73D42 | CEO.exe@RVA 73DFA
v\tN+D$	ASCII	ascii	2	CEO.exe@RVA 92E4B | CEO.exe@RVA 98AB6
x:;M	ASCII	ascii	2	CEO.exe@RVA 858B3 | CEO.exe@RVA 85996
{4_^	ASCII	ascii	2	CEO.exe@RVA 74B74 | CEO.exe@RVA 74BC5
}\tC;	ASCII	ascii	2	CEO.exe@RVA 14BA9 | CEO.exe@RVA 14C99
~XSV	ASCII	ascii	2	CEO.exe@RVA 68360 | CEO.exe@RVA 68420
~Z;X	ASCII	ascii	2	CEO.exe@RVA 66D63 | CEO.exe@RVA 66F73
~];7r	ASCII	ascii	2	CEO.exe@RVA 6A736 | CEO.exe@RVA 6A7B4
上下貨區	中文	big5	2	data/smapclr.csv@L7 | data/txts.csv@L50
上年度淨利	中文	big5	2	data/Talk_idx.csv@L11 | data/Talk_idx.csv@L12
主機	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L93
人口密度	中文	big5	2	data/Citys.csv@L1 | data/Stages.csv@L1
休閒	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L65
休閒雜誌	中文	big5	2	data/product1.csv@L64 | data/product2.csv@L64
住商都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
住宅都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
傳真	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L80
傳真機	中文	big5	2	data/product1.csv@L79 | data/product2.csv@L79
冰箱	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L77
冷氣	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L78
冷氣機	中文	big5	2	data/product1.csv@L77 | data/product2.csv@L77
化學	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L10
化學類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L12
印度	中文	big5	2	data/Stages.csv@L8 | data/maps.csv@L9
印表	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L82
印表機	中文	big5	2	data/product1.csv@L81 | data/product2.csv@L81
原料加工類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L17
古代	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
台灣	中文	big5	2	data/Stages.csv@L13 | data/maps.csv@L3
商旅都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
商業都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
單車	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L106
土地價格	中文	big5	2	data/Citys.csv@L1 | data/Stages.csv@L1
塑膠類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L7
宿舍	中文	big5	2	data/smapclr.csv@L4 | data/txts.csv@L51
對話內容	中文	big5	2	data/Talk.csv@L1 | data/Talk_idx.csv@L1
小麥	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L23
工地圖形編號	中文	big5	2	data/building.csv@L69 | data/building.csv@L93
工地編號	中文	big5	2	data/building.csv@L116 | data/building.csv@L121
布料服飾	中文	big5	2	data/product1.csv@L55 | data/product2.csv@L55
布衣	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L56
平均工資	中文	big5	2	data/Citys.csv@L1 | data/Stages.csv@L1
建物名稱	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
影印	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L81
影印機	中文	big5	2	data/product1.csv@L80 | data/product2.csv@L80
微波	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L89
微波爐	中文	big5	2	data/product1.csv@L88 | data/product2.csv@L88
掌上	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L91
掌上遊樂器	中文	big5	2	data/product1.csv@L90 | data/product2.csv@L90
放影	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L85
教學關卡一	中文	big5	2	CEO.exe@RVA B11B0 | data/Stages.csv@L2
教學關卡三	中文	big5	2	CEO.exe@RVA B14D0 | data/Stages.csv@L4
教學關卡二	中文	big5	2	CEO.exe@RVA B1340 | data/Stages.csv@L3
教學關卡五	中文	big5	2	CEO.exe@RVA B17F0 | data/Stages.csv@L6
教學關卡六	中文	big5	2	CEO.exe@RVA B1980 | data/Stages.csv@L7
教學關卡四	中文	big5	2	CEO.exe@RVA B1660 | data/Stages.csv@L5
教科	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L66
教科書	中文	big5	2	data/product1.csv@L65 | data/product2.csv@L65
數位	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L88
數位相機	中文	big5	2	data/product1.csv@L87 | data/product2.csv@L87
文教都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
新廠房	中文	big5	2	CEO.exe@RVA A2900 | data/building.csv@L121
旅遊都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
日本	中文	big5	2	data/Stages.csv@L17 | data/maps.csv@L6
書籍類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L15
木工類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L6
染料	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L25
棧板	中文	big5	2	data/smapclr.csv@L5 | data/txts.csv@L49
機器名稱	中文	big5	2	data/Machine_group.csv@L1 | data/Machine_type.csv@L1
機器系列	中文	big5	2	data/product1.csv@L1 | data/product2.csv@L1
歐洲	中文	big5	2	data/Stages.csv@L18 | data/maps.csv@L13
每年首日	中文	big5	2	data/Talk_idx.csv@L11 | data/Talk_idx.csv@L12
毛料服飾	中文	big5	2	data/product1.csv@L60 | data/product2.csv@L60
毛衣	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L61
水果酒	中文	big5	2	data/product1.csv@L43 | data/product2.csv@L43
沙發	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L70
沙發組	中文	big5	2	data/product1.csv@L69 | data/product2.csv@L69
油墨染料	中文	big5	2	data/product1.csv@L24 | data/product2.csv@L24
洗衣	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L79
洗衣機	中文	big5	2	data/product1.csv@L78 | data/product2.csv@L78
消費能力	中文	big5	2	data/Citys.csv@L1 | data/Stages.csv@L1
灰色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
燃料	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L16
燃料油	中文	big5	2	data/product1.csv@L15 | data/product2.csv@L15
玻璃陶瓷類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L13
現代	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
畜牧類	中文	big5	2	data/AIInfo.csv@L4 | data/Machine_group.csv@L2
白色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
磚頭	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L18
礦業類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L4
空地	中文	big5	2	data/mapcity.csv@L26 | data/smapmenu.csv@L3
筆記	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L94
筆記型電腦	中文	big5	2	data/product1.csv@L93 | data/product2.csv@L93
精工處理類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L18
紅色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
紅酒	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L44
紙張	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L13
紡纖類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L5
紫色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
綜合都市	中文	big5	2	data/mapcity.csv@L2 | data/mapcity.csv@L29
綠色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
總數 = sqrt(sqrt(整個城市各企業的總資產)) * 地圖面積 / C2 + C1	中文	big5	2	data/formula.csv@L120 | data/formula.csv@L127
自行車	中文	big5	2	data/product1.csv@L105 | data/product2.csv@L105
舊廠房	中文	big5	2	CEO.exe@RVA A2908 | data/building.csv@L116
芳香劑	中文	big5	2	data/product1.csv@L28 | data/product2.csv@L28
若 scan 完還沒有補滿, 則 :	中文	big5	2	data/formula.csv@L39 | data/formula.csv@L46
英國	中文	big5	2	data/Stages.csv@L10 | data/maps.csv@L11
藍色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
螢幕	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L86
行動電話	中文	big5	2	data/product1.csv@L83 | data/product2.csv@L83
製造業、礦業	中文	big5	2	data/AIInfo.csv@L2 | data/AIInfo.csv@L7
財經	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L64
財經雜誌	中文	big5	2	data/product1.csv@L63 | data/product2.csv@L63
買入後空地編號	中文	big5	2	data/building.csv@L1 | data/building.csv@L35
資源參考藏量	中文	big5	2	data/building.csv@L1 | data/building.csv@L35
資源種類	中文	big5	2	data/building.csv@L1 | data/building.csv@L35
車輛類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L14
農業類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L3
遊樂	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L92
金礦場	中文	big5	2	data/txts.csv@L36 | stage/stage10.stg@seg579+0x4
銀礦場	中文	big5	2	data/txts.csv@L37 | stage/stage10.stg@seg520+0x4
鋼材	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L15
錄放影機	中文	big5	2	data/product1.csv@L84 | data/product2.csv@L84
零售業、製造業	中文	big5	2	data/AIInfo.csv@L5 | data/AIInfo.csv@L6
電冰箱	中文	big5	2	data/product1.csv@L76 | data/product2.csv@L76
電子	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L71
電子元件	中文	big5	2	data/product1.csv@L70 | data/product2.csv@L70
電子類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L8
電機類	中文	big5	2	data/AI_style.csv@L1 | data/Machine_group.csv@L9
電腦主機	中文	big5	2	data/product1.csv@L92 | data/product2.csv@L92
電腦螢幕	中文	big5	2	data/product1.csv@L85 | data/product2.csv@L85
電視	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L87
電視機	中文	big5	2	data/product1.csv@L86 | data/product2.csv@L86
電視遊樂器	中文	big5	2	data/product1.csv@L91 | data/product2.csv@L91
電話	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L84
電路	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L72
電路板	中文	big5	2	data/product1.csv@L71 | data/product2.csv@L71
電風扇	中文	big5	2	data/product1.csv@L75 | data/product2.csv@L75
需求等級	中文	big5	2	data/Stages.csv@L1 | data/product1.csv@L1
非洲	中文	big5	2	data/Stages.csv@L20 | data/maps.csv@L15
類別	中文	big5	2	data/Machine_group.csv@L1 | data/Talk.csv@L1
風扇	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L76
香劑	中文	big5	2	data/Mur.csv@L1 | data/Mur.csv@L29
香港	中文	big5	2	data/Stages.csv@L14 | data/maps.csv@L4
黃色	中文	big5	2	data/mapcity.csv@L1 | data/mapcity.csv@L28
\tG;=	ASCII	ascii	1	CEO.exe@RVA 14540
\tSVW	ASCII	ascii	1	CEO.exe@RVA 64F78
\tX 9} 	ASCII	ascii	1	CEO.exe@RVA 9C656
\tv9j	ASCII	ascii	1	CEO.exe@RVA 72F77
\twoj	ASCII	ascii	1	CEO.exe@RVA 4AB33
        <requestedExecutionLevel level="asInvoker" uiAccess="false"></requestedExecutionLevel>	ASCII	ascii	1	CEO.exe@RVA 4F8494
      </requestedPrivileges>	ASCII	ascii	1	CEO.exe@RVA 4F84F4
      <requestedPrivileges>	ASCII	ascii	1	CEO.exe@RVA 4F8477
    </security>	ASCII	ascii	1	CEO.exe@RVA 4F8512
    <security>	ASCII	ascii	1	CEO.exe@RVA 4F8467
  </trustInfo>	ASCII	ascii	1	CEO.exe@RVA 4F8523
  <trustInfo xmlns="urn:schemas-microsoft-com:asm.v3">	ASCII	ascii	1	CEO.exe@RVA 4F842F
 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~	ASCII	ascii	1	CEO.exe@RVA ADE30
 !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~	ASCII	ascii	1	CEO.exe@RVA AD55F
 !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~	ASCII	ascii	1	CEO.exe@RVA ADCB0
 &.4@FL$	ASCII	utf16le	1	CEO.exe@RVA B7A32
 0*0F0P0`0f0	ASCII	ascii	1	CEO.exe@RVA 4FCDF4
 0|0	ASCII	ascii	1	CEO.exe@RVA 4FC5A0
 Base Class Array'	ASCII	ascii	1	CEO.exe@RVA ADF4C
 Base Class Descriptor at (	ASCII	ascii	1	CEO.exe@RVA ADF60
 Class Hierarchy Descriptor'	ASCII	ascii	1	CEO.exe@RVA ADF2C
 Complete Object Locator'	ASCII	ascii	1	CEO.exe@RVA ADF10
 G=t`	ASCII	ascii	1	CEO.exe@RVA 60179
 SVW	ASCII	ascii	1	CEO.exe@RVA 6EAF3
 Type Descriptor'	ASCII	ascii	1	CEO.exe@RVA ADF7C
 bigger 	ASCII	ascii	1	CEO.exe@RVA A296B
 cf>\t	ASCII	ascii	1	CEO.exe@RVA AD458
 crash 	ASCII	ascii	1	CEO.exe@RVA A2B57
 deflate 1.1.3 Copyright 1995-1998 Jean-loup Gailly 	ASCII	ascii	1	CEO.exe@RVA A5080
 delete	ASCII	ascii	1	CEO.exe@RVA AE428
 delete[]	ASCII	ascii	1	CEO.exe@RVA AE158
 equal 	ASCII	ascii	1	CEO.exe@RVA A29DF
 inflate 1.1.3 Copyright 1995-1998 Mark Adler 	ASCII	ascii	1	CEO.exe@RVA A5D48
 new	ASCII	ascii	1	CEO.exe@RVA AE430
 new[]	ASCII	ascii	1	CEO.exe@RVA AE164
 nobigger 	ASCII	ascii	1	CEO.exe@RVA A29B3
 not 	ASCII	ascii	1	CEO.exe@RVA A2A0B
 own_land 	ASCII	ascii	1	CEO.exe@RVA A2B83
 set_money 	ASCII	ascii	1	CEO.exe@RVA A2A53
!\t@%s --- %s	ASCII	ascii	1	CEO.exe@RVA A4665
!9v?	ASCII	ascii	1	CEO.exe@RVA A7604
!F !F(!F0!F8!F@	ASCII	ascii	1	CEO.exe@RVA 10200
!This program cannot be run in DOS mode.	ASCII	ascii	1	CEO.exe@FO 4D
!hH@J	ASCII	ascii	1	CEO.exe@RVA 4509F
!hi(J	ASCII	ascii	1	CEO.exe@RVA EAAD
!y##	ASCII	ascii	1	CEO.exe@RVA A8A7A
!|.4	ASCII	ascii	1	CEO.exe@RVA A8F08
