文件	行号	类型	文本
Machine_type.csv	105	数值	151
Machine_type.csv	105	数值	152
Machine_type.csv	105	数值	1955
Machine_type.csv	105	数值	1985
Machine_type.csv	105	数值	-2
Machine_type.csv	105	数值	10
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-2
Machine_type.csv	105	数值	-1
Machine_type.csv	105	中文	塑化機
Machine_type.csv	105	数值	10
Machine_type.csv	105	数值	19
Machine_type.csv	105	数值	16
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	60
Machine_type.csv	105	数值	60
Machine_type.csv	105	数值	60
Machine_type.csv	105	数值	60
Machine_type.csv	105	数值	60
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	110
Machine_type.csv	105	数值	110
Machine_type.csv	105	数值	110
Machine_type.csv	105	数值	110
Machine_type.csv	105	数值	110
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	2083
Machine_type.csv	105	数值	1852
Machine_type.csv	105	数值	1157
Machine_type.csv	105	数值	3704
Machine_type.csv	105	数值	3241
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	-1
Machine_type.csv	105	数值	253000
Machine_type.csv	105	数值	53
Machine_type.csv	105	数值	207
Machine_type.csv	105	数值	2530000
Machine_type.csv	105	中文	以速度取勝的高速塑化機，雖然犧牲了品質，耗材略多，但能快速將產品堆滿您的庫房。
Machine_type.csv	106	数值	104
Machine_type.csv	106	中文	自動塑化機
Machine_type.csv	106	数值	153
Machine_type.csv	106	数值	154
Machine_type.csv	106	数值	1960
Machine_type.csv	106	数值	1990
Machine_type.csv	106	数值	-2
Machine_type.csv	106	数值	10
Machine_type.csv	106	数值	-2
Machine_type.csv	106	数值	-1
Machine_type.csv	106	中文	塑化機
Machine_type.csv	106	数值	23
Machine_type.csv	106	数值	20
Machine_type.csv	106	数值	13
Machine_type.csv	106	数值	41
Machine_type.csv	106	数值	36
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	100
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	2083
Machine_type.csv	106	数值	1852
Machine_type.csv	106	数值	1157
Machine_type.csv	106	数值	3704
Machine_type.csv	106	数值	3241
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	-1
Machine_type.csv	106	数值	368000
Machine_type.csv	106	数值	54
Machine_type.csv	106	数值	208
Machine_type.csv	106	数值	3680000
Machine_type.csv	106	中文	操作簡易的塑化機，只要一個管理者就能輕鬆操作，節省您的人事開銷，不過生產時間略長，售價也不便宜。
Machine_type.csv	107	数值	105
Machine_type.csv	107	中文	改良重型塑化機
Machine_type.csv	107	数值	540
Machine_type.csv	107	数值	541
Machine_type.csv	107	数值	1970
Machine_type.csv	107	数值	2000
Machine_type.csv	107	数值	-2
Machine_type.csv	107	数值	10
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	10
Machine_type.csv	107	数值	-2
Machine_type.csv	107	数值	-1
Machine_type.csv	107	中文	塑化機
Machine_type.csv	107	数值	16
Machine_type.csv	107	数值	14
Machine_type.csv	107	数值	28
Machine_type.csv	107	数值	25
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	100
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	1874
Machine_type.csv	107	数值	1666
Machine_type.csv	107	数值	1041
Machine_type.csv	107	数值	3333
Machine_type.csv	107	数值	2916
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	-1
Machine_type.csv	107	数值	264000
Machine_type.csv	107	数值	408
Machine_type.csv	107	数值	634
Machine_type.csv	107	数值	2640000
Machine_type.csv	107	中文	改進效能後的實用型塑化機機種，如果您對產品沒什麼特別要求，重型就是最佳選擇了。
Machine_type.csv	108	数值	106
Machine_type.csv	108	中文	改良小型塑化機
Machine_type.csv	108	数值	542
Machine_type.csv	108	数值	543
Machine_type.csv	108	数值	1970
Machine_type.csv	108	数值	2000
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	10
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	中文	塑化機
Machine_type.csv	108	数值	28
Machine_type.csv	108	数值	25
Machine_type.csv	108	数值	16
Machine_type.csv	108	数值	50
Machine_type.csv	108	数值	45
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	80
Machine_type.csv	108	数值	80
Machine_type.csv	108	数值	80
Machine_type.csv	108	数值	80
Machine_type.csv	108	数值	80
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	110
Machine_type.csv	108	数值	110
Machine_type.csv	108	数值	110
Machine_type.csv	108	数值	110
Machine_type.csv	108	数值	110
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	1874
Machine_type.csv	108	数值	1666
Machine_type.csv	108	数值	1041
Machine_type.csv	108	数值	3333
Machine_type.csv	108	数值	2916
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	-1
Machine_type.csv	108	数值	105000
Machine_type.csv	108	数值	409
Machine_type.csv	108	数值	635
Machine_type.csv	108	数值	1050000
Machine_type.csv	108	中文	改進效能後的小型塑化機，不僅能節省您寶貴的空間，售價及維修費用低廉更是它迷人之處，不過效能方面就差強人意了。
Machine_type.csv	109	数值	107
Machine_type.csv	109	中文	改良省料塑化機
Machine_type.csv	109	数值	544
Machine_type.csv	109	数值	545
Machine_type.csv	109	数值	1975
Machine_type.csv	109	数值	2005
Machine_type.csv	109	数值	10
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-4
Machine_type.csv	109	数值	-3
Machine_type.csv	109	数值	10
Machine_type.csv	109	数值	-2
Machine_type.csv	109	数值	-3
Machine_type.csv	109	数值	-3
Machine_type.csv	109	中文	塑化機
Machine_type.csv	109	数值	19
Machine_type.csv	109	数值	16
Machine_type.csv	109	数值	10
Machine_type.csv	109	数值	33
Machine_type.csv	109	数值	30
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	100
Machine_type.csv	109	数值	100
Machine_type.csv	109	数值	100
Machine_type.csv	109	数值	100
Machine_type.csv	109	数值	100
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	60
Machine_type.csv	109	数值	60
Machine_type.csv	109	数值	60
Machine_type.csv	109	数值	60
Machine_type.csv	109	数值	60
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	1874
Machine_type.csv	109	数值	1666
Machine_type.csv	109	数值	1041
Machine_type.csv	109	数值	3333
Machine_type.csv	109	数值	2916
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	-1
Machine_type.csv	109	数值	316000
Machine_type.csv	109	数值	410
Machine_type.csv	109	数值	636
Machine_type.csv	109	数值	3160000
Machine_type.csv	109	中文	改進效能後的省料塑化機，體積雖然大了些，且需要四名員工才能操作，不過它能善用您的每分原料，讓缺料不再成為惡夢。
Machine_type.csv	110	数值	108
Machine_type.csv	110	中文	改良高速塑化機
Machine_type.csv	110	数值	546
Machine_type.csv	110	数值	547
Machine_type.csv	110	数值	1975
Machine_type.csv	110	数值	2005
Machine_type.csv	110	数值	-2
Machine_type.csv	110	数值	10
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-2
Machine_type.csv	110	数值	-1
Machine_type.csv	110	中文	塑化機
Machine_type.csv	110	数值	16
Machine_type.csv	110	数值	15
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	60
Machine_type.csv	110	数值	60
Machine_type.csv	110	数值	60
Machine_type.csv	110	数值	60
Machine_type.csv	110	数值	60
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	110
Machine_type.csv	110	数值	110
Machine_type.csv	110	数值	110
Machine_type.csv	110	数值	110
Machine_type.csv	110	数值	110
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	1874
Machine_type.csv	110	数值	1666
Machine_type.csv	110	数值	1041
Machine_type.csv	110	数值	3333
Machine_type.csv	110	数值	2916
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	-1
Machine_type.csv	110	数值	290000
Machine_type.csv	110	数值	411
